internationalCode,currency,asxCode,name,alternativeName,acn,abn,website,imageURL,marketCap2021-02-11,effectiveFromDate,effectiveToDate
,,BGT,Bio-Gene Technology Ltd,,,,,,$21.98 M,,
-,,EMD,Emyria Ltd,,,,,,$21.95 M,,
-,,YTMQF3,Equity Trustees Ltd,,,,,,$21.95 M,,
,,CM8,Crowd Media Holdings Ltd,,,,,,$21.87 M,,
,,PGM,Platina Resources Ltd,,,,,,$21.82 M,,
,,PPY,Papyrus Australia Ltd,,,,,,$21.81 M,,
-,,TPP,Tempo Australia Ltd,,,,,,$21.76 M,,
,,AZI,Alta ZINC Ltd,,,,,,$21.66 M,,
-,,PTG,Proptech Group Ltd,,,,,,$21.62 M,,
,,ECG,Ecargo Holdings Ltd,,,,,,$21.53 M,,
,,WSI,Weststar Industrial Ltd,,,,,,$21.46 M,,
,,DCL,Domacom Ltd,,,,,,$21.41 M,,
-,,BCC,Beam Communications Holdings Ltd,,,,,,$21.39 M,,
-,,GFL,Global Masters Fund Ltd,,,,,,$21.34 M,,
-,,NSB,Neuroscientific Biopharmaceuticals Ltd,,,,,,$21.29 M,,
-,,TV2,TV2U International Ltd,,,,,,$21.21 M,,
-,,NGE,NGE Capital Ltd,,,,,,$21.18 M,,
,,TMR,Tempus Resources Ltd,,,,,,$21.17 M,,
-,,BTC,BTC Health Ltd,,,,,,$21.17 M,,
,,LSH,Lifespot Health Ltd,,,,,,$21.06 M,,
,,AU1,The Agency Group Australia Ltd,,,,,,$21 M,,
,,DM1,Desert Metals Ltd,,,,,,$21 M,,
-,,VGMF,Vanguard Global Multi-Factor Active ETF (Managed Fund),,,,,,$20.77 M,,
,,SAU,Southern Gold Ltd,,,,,,$20.69 M,,
,,ZGL,ZICOM Group Ltd,,,,,,$20.63 M,,
-,,ICS,Icsglobal Ltd,,,,,,$20.63 M,,
-,,COD,Coda Minerals Ltd,,,,,,$20.56 M,,
-,,TCF,360 Capital Enhanced Income Fund,,,,,,$20.56 M,,
,,CAG,Cape Range Ltd,,,,,,$20.41 M,,
,,MAET,Munro Global Growth Fund (Hedge Fund),,,,,,$20.36 M,,
,,FPP,Fat Prophets Global Property Fund,,,,,,$20.27 M,,
-,,AYM,Australia United Mining Ltd,,,,,,$20.27 M,,
,,E200,SPDR S&P/ASX 200 Esg Fund,,,,,,$20.22 M,,
,,RIE,Riedel Resources Ltd,,,,,,$20.2 M,,
,,GRL,Godolphin Resources Ltd,,,,,,$20.19 M,,
-,,OAU,Ora Gold Ltd,,,,,,$20.18 M,,
-,,IKW,Ikwezi Mining Ltd,,,,,,$19.92 M,,
,,ARN,Aldoro Resources Ltd,,,,,,$19.91 M,,
,,PRL,Province Resources Ltd,,,,,,$19.9 M,,
-,,WNR,Wingara AG Ltd,,,,,,$19.89 M,,
,,VTI,"Visioneering Technologies, Inc",,,,,,$19.87 M,,
,,NSM,North Stawell Minerals Ltd,,,,,,$19.8 M,,
,,KAM,K2 Asset Management Holdings Ltd,,,,,,$19.77 M,,
-,,TIN,TNT Mines Ltd,,,,,,$19.77 M,,
,,SOP,Synertec Corporation Ltd,,,,,,$19.66 M,,
-,,SKS,SKS Technologies Group Ltd,,,,,,$19.48 M,,
-,,AJJ,Asian American Medical Group Ltd,,,,,,$19.47 M,,
,,UUL,Ultima United Ltd,,,,,,$19.43 M,,
,,SCU,Stemcell United Ltd,,,,,,$19.33 M,,
-,,TPO,Tian Poh Resources Ltd,,,,,,$19.33 M,,
,,SPQ,Superior Resources Ltd,,,,,,$19.28 M,,
-,,AKO,Akora Resources Ltd,,,,,,$19.17 M,,
,,OGA,Ocean Grown Abalone Ltd,,,,,,$19.07 M,,
,,DVN,Devine Ltd,,,,,,$19.05 M,,
,,DEX,Duke Exploration Ltd,,,,,,$19.01 M,,
,,HCT,Holista Colltech Ltd,,,,,,$19 M,,
-,,HGL,Hudson Investment Group Ltd,,,,,,$19 M,,
,,ID8,Identitii Ltd,,,,,,$18.97 M,,
,,CRS,Caprice Resources Ltd,,,,,,$18.84 M,,
-,,AUL,Austar Gold Ltd,,,,,,$18.82 M,,
,,DHHF,Betashares Diversified All Growth ETF,,,,,,$18.71 M,,
,,ACU,Acumentis Group Ltd,,,,,,$18.68 M,,
-,,CAQ,CAQ Holdings Ltd,,,,,,$18.66 M,,
,,TRL,Tanga Resources Ltd,,,,,,$18.5 M,,
,,ANX,ANAX Metals Ltd,,,,,,$18.49 M,,
-,,MRQ,MRG Metals Ltd,,,,,,$18.49 M,,
,,HMD,Heramed Ltd,,,,,,$18.48 M,,
-,,CY5,CYGNUS Gold Ltd,,,,,,$18.37 M,,
-,,TTI,Traffic Technologies Ltd,,,,,,$18.32 M,,
,,GLH,Global Health Ltd,,,,,,$18.31 M,,
-,,YTMAZJ,Equity Trustees Ltd,,,,,,$18.31 M,,
,,MXR,Maximus Resources Ltd,,,,,,$18.27 M,,
,,IDA,Indiana Resources Ltd,,,,,,$18.19 M,,
-,,EMMG,Betashares Legg Mason Emerging Markets Fund (Managed Fund),,,,,,$18.18 M,,
-,,EMU,EMU NL,,,,,,$18.18 M,,
-,,PFG,Prime Financial Group Ltd,,,,,,$18.16 M,,
,,KTA,Krakatoa Resources Ltd,,,,,,$18.13 M,,
,,CXU,Cauldron Energy Ltd,,,,,,$18.08 M,,
-,,DDD,3D Resources Ltd,,,,,,$18.08 M,,
,,HXL,Hexima Ltd,,,,,,$18.06 M,,
,,TEG,Triangle Energy (Global) Ltd,,,,,,$18 M,,
-,,PGY,Pilot Energy Ltd,,,,,,$17.91 M,,
,,TKM,Trek Metals Ltd,,,,,,$17.9 M,,
,,LIN,Lindian Resources Ltd,,,,,,$17.89 M,,
,,OLI,Oliver's Real Food Ltd,,,,,,$17.87 M,,
-,,JAY,Jayride Group Ltd,,,,,,$17.8 M,,
-,,SHG,Singular Health Group Ltd,,,,,,$17.78 M,,
-,,CNL,Celamin Holdings Ltd,,,,,,$17.75 M,,
,,REZ,Resources & Energy Group Ltd,,,,,,$17.7 M,,
-,,YTMAGL,Equity Trustees Ltd,,,,,,$17.69 M,,
,,SUD,Suda Pharmaceuticals Ltd,,,,,,$17.64 M,,
,,TPC,TPC Consolidated Ltd,,,,,,$17.63 M,,
,,PNN,Pepinnini Minerals Ltd,,,,,,$17.57 M,,
,,RMX,Red Mountain Mining Ltd,,,,,,$17.52 M,,
-,,MXO,Motio Ltd,,,,,,$17.5 M,,
-,,RGL,Riversgold Ltd,,,,,,$17.45 M,,
-,,TLM,Talisman Mining Ltd,,,,,,$17.36 M,,
-,,YTMLL1,Equity Trustees Ltd,,,,,,$17.33 M,,
,,MGL,Magontec Ltd,,,,,,$17.26 M,,
,,WEL,Winchester Energy Ltd,,,,,,$17.25 M,,
-,,INCM,Betashares Global Income Leaders ETF,,,,,,$17.24 M,,
-,,PUA,Peak Minerals Ltd,,,,,,$17.21 M,,
,,ADX,ADX Energy Ltd,,,,,,$17.21 M,,
,,AAU,Antilles Gold Ltd,,,,,,$17.17 M,,
-,,VIG,Victor Group Holdings Ltd,,,,,,$17.17 M,,
,,SRZ,Stellar Resources Ltd,,,,,,$17.11 M,,
-,,SMI,Santana Minerals Ltd,,,,,,$17.1 M,,
,,ZAG,Zuleika Gold Ltd,,,,,,$17.1 M,,
,,SHO,Sportshero Ltd,,,,,,$17.1 M,,
-,,CLZ,Classic Minerals Ltd,,,,,,$17.03 M,,
-,,DXN,DXN Ltd,,,,,,$16.97 M,,
,,BAR,Barra Resources Ltd,,,,,,$16.94 M,,
-,,KFE,Kogi Iron Ltd,,,,,,$16.92 M,,
,,AON,Apollo Minerals Ltd,,,,,,$16.81 M,,
-,,BIQ,"Buildingiq, Inc",,,,,,$16.72 M,,
,,GIB,Gibb River Diamonds Ltd,,,,,,$16.71 M,,
,,ACP,Audalia Resources Ltd,,,,,,$16.61 M,,
-,,VIC,Victory Mines Ltd,,,,,,$16.55 M,,
-,,HNR,Hannans Ltd,,,,,,$16.52 M,,
-,,DTM,Dart Mining NL,,,,,,$16.49 M,,
-,,AYI,A1 Investments & Resources Ltd,,,,,,$16.42 M,,
-,,DTR,Dateline Resources Ltd,,,,,,$16.42 M,,
,,SPN,Sparc Technologies Ltd,,,,,,$16.4 M,,
-,,LLO,Lion One Metals Ltd,,,,,,$16.37 M,,
-,,CAV,Carnavale Resources Ltd,,,,,,$16.34 M,,
-,,AJY,Asaplus Resources Ltd,,,,,,$16.32 M,,
,,AFW,Applyflow Ltd,,,,,,$16.31 M,,
,,ABV,Advanced Braking Technology Ltd,,,,,,$16.3 M,,
,,CP1,Cannpal Animal Therapeutics Ltd,,,,,,$16.3 M,,
,,ADD,Adavale Resources Ltd,,,,,,$16.28 M,,
-,,RIM,Rimfire Pacific Mining NL,,,,,,$16.26 M,,
,,AQD,Ausquest Ltd,,,,,,$16.26 M,,
-,,RBR,RBR Group Ltd,,,,,,$16.25 M,,
,,KTE,K2 Energy Ltd,,,,,,$16.24 M,,
-,,ADY,Admiralty Resources NL,,,,,,$16.23 M,,
-,,NRX,Noronex Ltd,,,,,,$16.18 M,,
-,,CORE,ETFs Global Core Infrastructure ETF,,,,,,$16.16 M,,
,,NC6,Nanollose Ltd,,,,,,$16.09 M,,
,,NZS,New Zealand Coastal Seafoods Ltd,,,,,,$16.08 M,,
,,MEL,Metgasco Ltd,,,,,,$15.94 M,,
,,MRG,Murray River Organics Group Ltd,,,,,,$15.88 M,,
-,,GUL,Gullewa Ltd,,,,,,$15.87 M,,
-,,MCE,Matrix Composites & Engineering Ltd,,,,,,$15.86 M,,
-,,YTMQF2,Equity Trustees Ltd,,,,,,$15.83 M,,
,,1ST,1ST Group Ltd,,,,,,$15.71 M,,
-,,IQ3,IQ3CORP Ltd,,,,,,$15.59 M,,
-,,ELE,Elmore Ltd,,,,,,$15.59 M,,
,,WC8,Wildcat Resources Ltd,,,,,,$15.56 M,,
,,GTR,Gti Resources Ltd,,,,,,$15.47 M,,
,,EMT,Emetals Ltd,,,,,,$15.36 M,,
,,VR8,Vanadium Resources Ltd,,,,,,$15.35 M,,
-,,CRL,Comet Resources Ltd,,,,,,$15.31 M,,
-,,SLZ,Sultan Resources Ltd,,,,,,$15.3 M,,
,,AMO,Ambertech Ltd,,,,,,$15.29 M,,
-,,OLH,Oldfields Holdings Ltd,,,,,,$15.26 M,,
-,,PF1,Pathfinder Resources Ltd,,,,,,$15.17 M,,
-,,HPR,High Peak Royalties Ltd,,,,,,$15.12 M,,
,,MPR,Mpower Group Ltd,,,,,,$15.09 M,,
,,AUDS,Betashares Strong Australian Dollar Fund (Hedge Fund),,,,,,$15.02 M,,
,,CXZ,Connexion Telematics Ltd,,,,,,$14.96 M,,
-,,ADR,Adherium Ltd,,,,,,$14.95 M,,
,,ICE,Icetana Ltd,,,,,,$14.89 M,,
-,,KNM,Kneomedia Ltd,,,,,,$14.82 M,,
,,ABX,Australian Bauxite Ltd,,,,,,$14.73 M,,
,,DDB,Dynamic Drill and Blast Holdings Ltd,,,,,,$14.6 M,,
,,BNR,Bulletin Resources Ltd,,,,,,$14.52 M,,
,,DMC,Design Milk Co Ltd,,,,,,$14.5 M,,
,,NES,Nelson Resources Ltd,,,,,,$14.44 M,,
,,NDIA,ETFs Reliance India Nifty 50 ETF,,,,,,$14.44 M,,
,,CAZ,Cazaly Resources Ltd,,,,,,$14.43 M,,
-,,NPM,Newpeak Metals Ltd,,,,,,$14.38 M,,
,,GLV,Global Oil & Gas Ltd,,,,,,$14.32 M,,
,,BOA,Boadicea Resources Ltd,,,,,,$14.29 M,,
-,,FNX,Finexia Financial Group Ltd,,,,,,$14.28 M,,
-,,FZR,Fitzroy River Corporation Ltd,,,,,,$14.25 M,,
,,NAE,New Age Exploration Ltd,,,,,,$14.24 M,,
,,CBE,Cobre Ltd,,,,,,$14.24 M,,
-,,EN1,Engage:BDR Ltd,,,,,,$14.22 M,,
,,POU,Betashares British Pound ETF,,,,,,$14.21 M,,
-,,BEE,Broo Ltd,,,,,,$14.19 M,,
-,,ANR,Anatara Lifesciences Ltd,,,,,,$14.09 M,,
,,TDO,3D Oil Ltd,,,,,,$14.05 M,,
-,,FPL,Fremont Petroleum Corporation Ltd,,,,,,$14.04 M,,
,,DC2,DC Two Ltd,,,,,,$14 M,,
,,EVZ,EVZ Ltd,,,,,,$13.94 M,,
-,,VMG,VDM Group Ltd,,,,,,$13.86 M,,
-,,ROG,Red Sky Energy Ltd,,,,,,$13.8 M,,
-,,MSR,Manas Resources Ltd,,,,,,$13.8 M,,
-,,CFO,Cfoam Ltd,,,,,,$13.78 M,,
,,SHH,Shree Minerals Ltd,,,,,,$13.76 M,,
-,,IS3,I Synergy Group Ltd,,,,,,$13.75 M,,
-,,SCT,Scout Security Ltd,,,,,,$13.73 M,,
,,TKL,Traka Resources Ltd,,,,,,$13.67 M,,
,,SCI,Silver City Minerals Ltd,,,,,,$13.65 M,,
-,,ERL,Empire Resources Ltd,,,,,,$13.63 M,,
-,,FEI,Fe Investments Group Ltd,,,,,,$13.57 M,,
-,,FIJ,Fiji Kava Ltd,,,,,,$13.53 M,,
-,,BRK,Brookside Energy Ltd,,,,,,$13.5 M,,
-,,KBC,Keybridge Capital Ltd,,,,,,$13.48 M,,
,,STK,Strickland Metals Ltd,,,,,,$13.48 M,,
-,,SBR,Sabre Resources Ltd,,,,,,$13.46 M,,
,,SIT,Site Group International Ltd,,,,,,$13.46 M,,
,,MPH,Mediland Pharm Ltd,,,,,,$13.45 M,,
-,,VAL,Valor Resources Ltd,,,,,,$13.45 M,,
-,,ALY,Alchemy Resources Ltd,,,,,,$13.44 M,,
,,ICOR,Ishares Core Corporate Bond ETF,,,,,,$13.42 M,,
,,GGX,GAS2GRID Ltd,,,,,,$13.36 M,,
-,,CDY,Cellmid Ltd,,,,,,$13.36 M,,
,,CTE,Cryosite Ltd,,,,,,$13.35 M,,
,,HWH,Houston We Have Ltd,,,,,,$13.35 M,,
,,RLG,Roolife Group Ltd,,,,,,$13.33 M,,
,,MLM,Metallica Minerals Ltd,,,,,,$13.28 M,,
-,,CXX,Cradle Resources Ltd,,,,,,$13.28 M,,
-,,LPE,Locality Planning Energy Holdings Ltd,,,,,,$13.21 M,,
,,RLC,Reedy Lagoon Corporation Ltd,,,,,,$13.15 M,,
,,JCS,Jcurve Solutions Ltd,,,,,,$13.13 M,,
,,MBK,Metal Bank Ltd,,,,,,$13.03 M,,
-,,MRR,Minrex Resources Ltd,,,,,,$13.03 M,,
-,,LCE,London City Equities Ltd,,,,,,$13 M,,
,,RGI,Roto-Gro International Ltd,,,,,,$12.97 M,,
-,,CGO,CPT Global Ltd,,,,,,$12.96 M,,
,,HQLT,Betashares Global Quality Leaders ETF Currency Hedged,,,,,,$12.88 M,,
-,,CSE,Copper Strike Ltd,,,,,,$12.82 M,,
-,,SIX,Sprintex Ltd,,,,,,$12.79 M,,
-,,TSC,Twenty Seven Co. Ltd,,,,,,$12.76 M,,
-,,AIR,Astivita Ltd,,,,,,$12.74 M,,
-,,AIY,Authorised Investment Fund Ltd,,,,,,$12.66 M,,
,,TRN,Torrens Mining Ltd,,,,,,$12.63 M,,
,,ICN,Icon Energy Ltd,,,,,,$12.55 M,,
-,,PIL,Peppermint Innovation Ltd,,,,,,$12.47 M,,
,,WFL,Wellfully Ltd,,,,,,$12.45 M,,
,,ETPMPM,ETFs Metal Securities Australia Ltd,,,,,,$12.44 M,,
,,AGC,Australian Gold and Copper Ltd,,,,,,$12.19 M,,
-,,WBE,Whitebark Energy Ltd,,,,,,$12.19 M,,
,,SCN,Scorpion Minerals Ltd,,,,,,$12.16 M,,
-,,MEB,Medibio Ltd,,,,,,$12.13 M,,
-,,WOO,Wooboard Technologies Ltd,,,,,,$12.11 M,,
-,,TPS,Threat Protect Australia Ltd,,,,,,$12.05 M,,
,,LCT,Living Cell Technologies Ltd,,,,,,$12 M,,
-,,AMD,Arrow Minerals Ltd,,,,,,$11.99 M,,
-,,ARO,Astro Resources NL,,,,,,$11.98 M,,
-,,SIV,SIV Capital Ltd,,,,,,$11.98 M,,
-,,ENT,Enterprise Metals Ltd,,,,,,$11.97 M,,
,,DCX,Discovex Resources Ltd,,,,,,$11.96 M,,
-,,BDG,Black Dragon Gold Corp,,,,,,$11.96 M,,
-,,INV,Investsmart Group Ltd,,,,,,$11.91 M,,
-,,FDM,Freedom Oil and Gas Ltd,,,,,,$11.85 M,,
,,FFF,Forbidden Foods Ltd,,,,,,$11.84 M,,
,,NGS,Nutritional Growth Solutions Ltd,,,,,,$11.83 M,,
-,,GNM,Great Northern Minerals Ltd,,,,,,$11.8 M,,
-,,RAN,Range International Ltd,,,,,,$11.74 M,,
,,PSL,Paterson Resources Ltd,,,,,,$11.73 M,,
-,,ERG,Eneco Refresh Ltd,,,,,,$11.71 M,,
,,OZM,Ozaurum Resources Ltd,,,,,,$11.7 M,,
,,TYM,TYMLEZ Group Ltd,,,,,,$11.68 M,,
-,,MRD,Mount Ridley Mines Ltd,,,,,,$11.64 M,,
,,TMK,Tamaska Oil and Gas Ltd,,,,,,$11.64 M,,
-,,KGM,Kalnorth Gold Mines Ltd,,,,,,$11.63 M,,
-,,KMT,Kopore Metals Ltd,,,,,,$11.62 M,,
-,,FFC,Farmaforce Ltd,,,,,,$11.59 M,,
-,,FRM,Farm Pride Foods Ltd,,,,,,$11.59 M,,
,,SNAS,ETFs Ultra Short Nasdaq 100 Hedge Fund,,,,,,$11.59 M,,
,,A1G,African Gold Ltd,,,,,,$11.58 M,,
,,SRI,Sipa Resources Ltd,,,,,,$11.56 M,,
,,ENV,Enova Mining Ltd,,,,,,$11.51 M,,
-,,RFR,Rafaella Resources Ltd,,,,,,$11.51 M,,
-,,AUH,Austchina Holdings Ltd,,,,,,$11.44 M,,
,,QFY,Quantify Technology Holdings Ltd,,,,,,$11.41 M,,
,,VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund),,,,,,$11.41 M,,
,,MSG,MCS Services Ltd,,,,,,$11.36 M,,
,,ROO,Roots Sustainable Agricultural Technologies Ltd,,,,,,$11.34 M,,
,,CR1,Constellation Resources Ltd,,,,,,$11.22 M,,
,,NME,NEX Metals Exploration Ltd,,,,,,$11.21 M,,
,,DVL,Dorsavi Ltd,,,,,,$11.2 M,,
,,NTL,New Talisman Gold Mines Ltd,,,,,,$11.17 M,,
-,,QGL,Quantum Graphite Ltd,,,,,,$11.16 M,,
,,FGL,Frugl Group Ltd,,,,,,$11.12 M,,
-,,HLX,HELIX Resources Ltd,,,,,,$11.12 M,,
-,,YTMDX1,Equity Trustees Ltd,,,,,,$11.01 M,,
-,,CBY,Canterbury Resources Ltd,,,,,,$11 M,,
-,,WTL,WT Financial Group Ltd,,,,,,$10.87 M,,
-,,ENA,Ensurance Ltd,,,,,,$10.85 M,,
,,CF1,Complii Fintech Solutions Ltd,,,,,,$10.85 M,,
,,CAP,Carpentaria Resources Ltd,,,,,,$10.82 M,,
-,,KSM,K2 Australian Small Cap Fund (Hedge Fund),,,,,,$10.79 M,,
,,M2R,Miramar Resources Ltd,,,,,,$10.77 M,,
-,,AUN,Aurumin Ltd,,,,,,$10.77 M,,
-,,FAU,First Au Ltd,,,,,,$10.76 M,,
,,GOAT,Vaneck Vectors Morningstar World Ex Australia Wide Moat ETF,,,,,,$10.75 M,,
-,,PRS,Prospech Ltd,,,,,,$10.73 M,,
,,AUQ,Alara Resources Ltd,,,,,,$10.72 M,,
-,,AFR,African Energy Resources Ltd,,,,,,$10.59 M,,
-,,HCD,Hydrocarbon Dynamics Ltd,,,,,,$10.57 M,,
-,,ALT,Analytica Ltd,,,,,,$10.56 M,,
-,,IVT,Inventis Ltd,,,,,,$10.45 M,,
-,,POW,Protean Energy Ltd,,,,,,$10.41 M,,
,,AEV,Avenira Ltd,,,,,,$10.35 M,,
-,,TCO,Transmetro Corporation Ltd,,,,,,$10.3 M,,
-,,SRH,Saferoads Holdings Ltd,,,,,,$10.3 M,,
-,,AEE,Aura Energy Ltd,,,,,,$10.23 M,,
-,,CZL,Consolidated ZINC Ltd,,,,,,$10.22 M,,
,,QXR,QX Resources Ltd,,,,,,$10.14 M,,
,,MRZ,Mont Royal Resources Ltd,,,,,,$10.13 M,,
-,,TZL,TZ Ltd,,,,,,$10.1 M,,
,,IPB,IPB Petroleum Ltd,,,,,,$10.04 M,,
,,NWM,Norwest Minerals Ltd,,,,,,$10.01 M,,
-,,M24,Mamba Exploration Ltd,,,,,,$9.99 M,,
,,BYH,Bryah Resources Ltd,,,,,,$9.98 M,,
-,,RML,Resolution Minerals Ltd,,,,,,$9.94 M,,
,,CL8,Carly Holdings Ltd,,,,,,$9.89 M,,
,,NVU,Nanoveu Ltd,,,,,,$9.85 M,,
-,,DLT,Delta Drone International Ltd,,,,,,$9.83 M,,
,,WCN,White Cliff Minerals Ltd,,,,,,$9.83 M,,
-,,YTMQF1,Equity Trustees Ltd,,,,,,$9.8 M,,
-,,BUX,Buxton Resources Ltd,,,,,,$9.8 M,,
-,,RCR,Rincon Resources Ltd,,,,,,$9.72 M,,
,,PAM,Pan Asia Metals Ltd,,,,,,$9.68 M,,
,,OKR,Okapi Resources Ltd,,,,,,$9.67 M,,
,,M8S,M8 Sustainable Ltd,,,,,,$9.65 M,,
-,,ECT,Environmental Clean Technologies Ltd,,,,,,$9.6 M,,
-,,QEM,QEM Ltd,,,,,,$9.6 M,,
,,AAJ,Aruma Resources Ltd,,,,,,$9.54 M,,
-,,CXM,Centrex Metals Ltd,,,,,,$9.53 M,,
,,SHE,Stonehorse Energy Ltd,,,,,,$9.48 M,,
,,SGI,Stealth Global Holdings Ltd,,,,,,$9.47 M,,
-,,YPB,YPB Group Ltd,,,,,,$9.44 M,,
,,CZN,Corazon Mining Ltd,,,,,,$9.43 M,,
-,,EGL,Environmental Group Ltd (the),,,,,,$9.4 M,,
-,,ANL,Amani Gold Ltd,,,,,,$9.39 M,,
,,GED,Golden Deeps Ltd,,,,,,$9.3 M,,
,,JHL,JAYEX Healthcare Ltd,,,,,,$9.26 M,,
-,,1AG,Alterra Ltd,,,,,,$9.26 M,,
-,,ESE,Esense-Lab Ltd,,,,,,$9.18 M,,
-,,LSR,Lodestar Minerals Ltd,,,,,,$9.13 M,,
-,,APV,Appsvillage Australia Ltd,,,,,,$9.12 M,,
,,YANK,Betashares Strong U.S. Dollar Fund (Hedge Fund),,,,,,$9.04 M,,
,,TMG,Trigg Mining Ltd,,,,,,$9.02 M,,
-,,TYX,Tyranna Resources Ltd,,,,,,$8.98 M,,
-,,YOW,Yowie Group Ltd,,,,,,$8.96 M,,
-,,RMP,Red Emperor Resources NL,,,,,,$8.93 M,,
-,,GLE,GLG Corp Ltd,,,,,,$8.89 M,,
-,,DDT,Datadot Technology Ltd,,,,,,$8.69 M,,
-,,IYLD,Ishares Yield Plus ETF,,,,,,$8.63 M,,
,,GES,Genesis Resources Ltd,,,,,,$8.61 M,,
-,,PSA,Petsec Energy Ltd,,,,,,$8.58 M,,
-,,FTZ,Fertoz Ltd,,,,,,$8.54 M,,
,,BPM,BPM Minerals Ltd,,,,,,$8.54 M,,
-,,PNM,Pacific Nickel Mines Ltd,,,,,,$8.54 M,,
-,,AAP,Australian Agricultural Projects Ltd,,,,,,$8.53 M,,
,,SP3,Spectur Ltd,,,,,,$8.5 M,,
-,,GOO,Gooroo Ventures Ltd,,,,,,$8.48 M,,
,,PRM,Prominence Energy NL,,,,,,$8.47 M,,
-,,NCR,Nucoal Resources Ltd,,,,,,$8.45 M,,
,,TEM,Tempest Minerals Ltd,,,,,,$8.43 M,,
,,LV1,Live Verdure Ltd,,,,,,$8.41 M,,
,,ICR,Intelicare Holdings Ltd,,,,,,$8.4 M,,
,,SER,Strategic Energy Resources Ltd,,,,,,$8.4 M,,
-,,LHM,Land & Homes Group Ltd,,,,,,$8.4 M,,
-,,CRB,Carbine Resources Ltd,,,,,,$8.39 M,,
-,,MLS,Metals Australia Ltd,,,,,,$8.38 M,,
-,,BXN,Bioxyne Ltd,,,,,,$8.32 M,,
,,AX8,Accelerate Resources Ltd,,,,,,$8.31 M,,
,,EAX,Energy Action Ltd,,,,,,$8.31 M,,
-,,SRY,Story-I Ltd,,,,,,$8.28 M,,
,,GSM,Golden State Mining Ltd,,,,,,$8.21 M,,
,,WML,Woomera Mining Ltd,,,,,,$8.16 M,,
-,,XTC,Xantippe Resources Ltd,,,,,,$8.15 M,,
-,,SUH,Southern Hemisphere Mining Ltd,,,,,,$8.07 M,,
-,,KEY,KEY Petroleum Ltd,,,,,,$7.87 M,,
,,SIS,Simble Solutions Ltd,,,,,,$7.85 M,,
,,YTMMG2,Equity Trustees Ltd,,,,,,$7.83 M,,
-,,FNT,Frontier Resources Ltd,,,,,,$7.83 M,,
-,,AQC,Australian Pacific Coal Ltd,,,,,,$7.83 M,,
-,,ZUSD,ETFs Enhanced Usd Cash ETF,,,,,,$7.77 M,,
,,LITCF,Lithium Australia NL,,,,,,$7.75 M,,
,,N1H,N1 Holdings Ltd,,,,,,$7.75 M,,
,,KFM,Kingfisher Mining Ltd,,,,,,$7.74 M,,
,,CAE,Cannindah Resources Ltd,,,,,,$7.73 M,,
-,,AWJ,Auric Mining Ltd,,,,,,$7.69 M,,
,,THR,Thor Mining Plc,,,,,,$7.69 M,,
,,MOH,Moho Resources Ltd,,,,,,$7.68 M,,
-,,ENX,Enegex Ltd,,,,,,$7.67 M,,
-,,SFM,Santa Fe Minerals Ltd,,,,,,$7.65 M,,
-,,CPT,Cipherpoint Ltd,,,,,,$7.58 M,,
,,DAF,Discovery Africa Ltd,,,,,,$7.52 M,,
,,JPR,Jupiter Energy Ltd,,,,,,$7.52 M,,
-,,AER,Aeeris Ltd,,,,,,$7.5 M,,
-,,OOK,Ookami Ltd,,,,,,$7.5 M,,
,,RAS,Ragusa Minerals Ltd,,,,,,$7.43 M,,
-,,RDS,Redstone Resources Ltd,,,,,,$7.41 M,,
,,MHK,Metal Hawk Ltd,,,,,,$7.39 M,,
-,,HHM,Hampton Hill Mining NL,,,,,,$7.37 M,,
-,,TML,Timah Resources Ltd,,,,,,$7.34 M,,
,,GBR,Great Boulder Resources Ltd,,,,,,$7.33 M,,
-,,MEG,Megado Gold Ltd,,,,,,$7.3 M,,
,,CAU,Cronos Australia Ltd,,,,,,$7.29 M,,
,,LNAS,ETFs Ultra Long Nasdaq 100 Hedge Fund,,,,,,$7.25 M,,
-,,UUV,UUV Aquabotix Ltd,,,,,,$7.17 M,,
-,,CRM,Carbon Minerals Ltd,,,,,,$7.15 M,,
,,ERW,Errawarra Resources Ltd,,,,,,$7.08 M,,
-,,DLC,Delecta Ltd,,,,,,$7.06 M,,
-,,PAK,Pacific American Holdings Ltd,,,,,,$7.01 M,,
-,,ANW,Aus Tin Mining Ltd,,,,,,$7 M,,
,,ETPMPT,ETFs Metal Securities Australia Ltd,,,,,,$6.96 M,,
-,,AVW,Avira Resources Ltd,,,,,,$6.88 M,,
-,,YTMVC1,Equity Trustees Ltd,,,,,,$6.83 M,,
,,MQR,Marquee Resources Ltd,,,,,,$6.71 M,,
-,,DTI,DTI Group Ltd,,,,,,$6.7 M,,
,,BHD,Benjamin Hornigold Ltd,,,,,,$6.69 M,,
,,WSR,Westar Resources Ltd,,,,,,$6.64 M,,
,,BEL,Bentley Capital Ltd,,,,,,$6.62 M,,
-,,TMX,Terrain Minerals Ltd,,,,,,$6.62 M,,
-,,CUL,Cullen Resources Ltd,,,,,,$6.6 M,,
,,CML,Chase Mining Corporation Ltd,,,,,,$6.6 M,,
-,,CDT,Castle Minerals Ltd,,,,,,$6.59 M,,
-,,YTMGP1,Equity Trustees Ltd,,,,,,$6.53 M,,
-,,ODM,Odin Metals Ltd,,,,,,$6.49 M,,
